Rank,Title,Genre,Description,Director,Actors,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore
1781,Likely expect development,"Action,Comedy,Crime","A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",Luke Scott,"Charlotte Gainsbourg, Stellan SkarsgÃ¥rd, Willem Dafoe, Jamie Bell",2024,100,4.9,254170,513.48,
1782,Nation center start,"Adventure,Sci-Fi,Thriller","The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",Edward Zwick,"Sigourney Weaver, Michelle Rodriguez, Tony Shalhoub,Anthony LaPaglia",2009,136,7.5,850283,41.28,81
1783,Run hard where,"Drama,History,War","As the Mayan kingdom faces its decline, the rulers insist the key to prosperity is to build more temples and offer human sacrifices. Jaguar Paw, a young man captured for sacrifice, flees to avoid his fate.",Mark Mylod,"Anna Kendrick, Rebel Wilson, Hailee Steinfeld,Brittany Snow",2019,81,6.2,407052,732.02,94
1784,Bit record,"Adventure,Drama","Warring alien and predator races descend on a rural US town, where unsuspecting residents must band together for any chance of survival.",Joseph Cedar,"Charlotte Gainsbourg, Stellan SkarsgÃ¥rd, Stacy Martin, Shia LaBeouf",2021,91,6.5,698056,314.99,68
1785,Member raise,"Comedy,Crime,Thriller","A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up.",Lone Scherfig,"William Fichtner, Jon Voight, Lia Marie Johnson,Gabriel Basso",2023,105,7.4,955618,908.79,89
1786,Couple throughout,"Comedy,Music",A young man working at a small town junkyard discovers and befriends a creature which feeds on oil being sought by a fracking company.,Rob Marshall,"Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church",2019,123,7.7,370272,304.24,23
1787,Free past Republican,"Crime,Drama,Mystery","A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",Brad Bird,"Ben Affleck, Rosamund Pike, Neil Patrick Harris,Tyler Perry",1989,88,7.6,900053,,
1788,Nearly century woman,"Action,Drama,Horror","The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.",Justin Lin,"Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy",1993,149,6.9,530710,639.21,73
1789,Series public,"Biography,Comedy,Crime",This movie is about Jackie Robinson and his journey to becoming a Brooklyn Dodger and his life during that time.,David Ross,"Anne Hathaway, Jason Sudeikis, Austin Stowell,Tim Blake Nelson",2022,133,4.9,412520,993.66,60
1790,Imagine language,"Comedy,Romance,Sport",Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,James Cameron,"Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman",2017,158,6.4,884399,125.5,93
1791,Start under,"Crime,Drama,Horror",A police detective investigates the truth behind his partner's death. The mysterious case reveals disturbing police corruption and a dangerous secret involving an unlikely young woman.,Ron Clements,"Jake Gyllenhaal, MÃ©lanie Laurent, Sarah Gadon,Isabella Rossellini",1999,120,4,254540,628.66,32
1792,So project,"Action,Crime,Sport","Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",Nathan Morlando,"Isabelle Huppert, Laurent Lafitte, Anne Consigny,Charles Berling",1994,141,5.2,224844,218.94,86
1793,Coach agreement break,"Action,Adventure,Biography",A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,Rupert Sanders,"Emma Roberts, Dave Franco, Emily Meade, Miles Heizer",2011,177,7.8,297044,957.17,20
1794,Let majority call,"Action,Drama,Thriller","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",Tim Johnson,"Kodi Smit-McPhee, ChloÃ« Grace Moretz, Richard Jenkins, Cara Buono",1991,111,4.8,497016,60.26,49
1795,Election generation wife happen,"Comedy,Drama,Family","Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant-Colonel, to Florida for spring break.",J Blakeson,"Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench",1995,171,7.2,233053,571.02,75
1796,Smile may college,"Animation,Action,Adventure","Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.",Ross Katz,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam",2012,117,8.5,477395,585.73,87
1797,Operation life,"Action,Comedy","Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil himself.",Paolo Sorrentino,"Chris Evans, Robert Downey Jr.,Scarlett Johansson, Sebastian Stan",2025,118,6.5,36975,835.68,
1798,Main your land,"Drama,Fantasy,Musical",A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,Mark Osborne,"Mario Casas, Ana Wagener, JosÃ© Coronado, BÃ¡rbara Lennie",1985,144,7,812656,291.61,32
1799,Into his share general,"Animation,Drama,Fantasy","In an emotionless utopia, two people fall in love when they regain their feelings from a mysterious disease, causing tensions between them and their society.",Harmony Korine,"Ethan Hawke, Sarah Snook, Noah Taylor, Madeleine West",1984,96,4.7,10478,565.19,
1800,Experience answer,"Comedy,Horror,Romance",Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,Eleanor Coppola,"Nat Wolff, James Franco, Vincent D'Onofrio, Selena Gomez",1981,170,6.8,907798,957.43,90
1801,Agent use,"Drama,Sci-Fi","A philosophy teacher soldiers through the death of her mother, getting fired from her job, and dealing with a husband who is cheating on her.",Jim Field Smith,"Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin",1989,153,8.3,142572,183.08,88
1802,Agree both season,"Comedy,Romance","In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",Sam Taylor-Johnson,"Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel",2007,134,5.7,500146,105.52,54
1803,Cell relationship structure,"Action,Drama,Mystery",A retired orchestra conductor is on holiday with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.,James Schamus,"Sandra HÃ¼ller, Peter Simonischek, Michael Wittenborn,Thomas Loibl",1995,165,6,690464,794.28,23
1804,Around often,"Mystery,Sci-Fi,Thriller","Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.",Antoine Fuqua,"Megan Fox, Will Arnett, Tyler Perry, Laura Linney",2010,147,5.6,807317,815.59,95
1805,Happy himself these,"Biography,Drama,Mystery","The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",Gregory Hoblit,"Bryan Cranston, John Leguizamo, Diane Kruger, Amy Ryan",2022,136,8.9,721900,176.05,51
1806,Although peace,"Drama,Fantasy,Music","Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles.",Steven Spielberg,"Robert Downey Jr., Chris Evans, Scarlett Johansson,Jeremy Renner",2005,140,6.4,313053,791.42,39
1807,Agency mention government,"Adventure,Family,Fantasy","After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",Woody Allen,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Julian Richings",2017,170,7.8,514221,43.16,74
1808,Another kind,"Action,Comedy,Crime","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",Christian Alvart,"Channing Tatum, Jenna Dewan Tatum, Damaine Radcliff, De'Shawn Washington",2004,124,5.3,992220,781.52,
1809,Data as,"Adventure,Comedy","A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.",Saul Dibb,"Nicole Kidman, Hugh Jackman, Shea Adams, Eddie Baroo",1990,170,8.8,575488,137.01,60
1810,Put nice today build,"Romance,Sci-Fi","The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",Shawn Burkett,"Lyndsy Fonseca, Michael Doneger, Tommy Dewey,Bruce Campbell",1986,176,7.4,465994,218.89,24
1811,Poor side,"Biography,Drama,History","As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",Denzel Washington,"Kate Beckinsale, ChloÃ« Sevigny, Xavier Samuel,Emma Greenwell",2002,100,8.4,722854,342.23,78
1812,Carry truth,"Action,Fantasy","Guy Carter is an award-winning graduate student of architecture. He's got a beautiful wife and a baby on the way. The problem? He doesn't have ""his ducks in a row,"" which only fuels his ... See full summary Â»",Ava DuVernay,"Hermione Corfield, Addison Timlin, Joely Richardson,Jeremy Irvine",1987,96,6.3,316138,495.97,
1813,Apply western,"Horror,Sci-Fi,Thriller",A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,Tom Six,"Robert Downey Jr., Guy Pearce, Gwyneth Paltrow,Don Cheadle",1985,128,4.8,109115,,25
1814,Issue good national,"Drama,Romance,Sci-Fi","The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",Anna Biller,"Vera Farmiga, Patrick Wilson, Madison Wolfe, Frances O'Connor",1995,171,6.3,87851,44.78,97
1815,Deep less light deal,"Action,Comedy,Sci-Fi",The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,Paul Verhoeven,"Cate Blanchett, Rooney Mara, Sarah Paulson, Kyle Chandler",1992,129,4.5,122958,,70
1816,Add important,"Adventure,Family,Fantasy",A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.,David Frankel,"Denzel Washington, Russell Crowe, Chiwetel Ejiofor,Josh Brolin",2007,119,8.1,198411,459.92,41
1817,Behavior him,"Adventure,Drama,Thriller","A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.",Colin Trevorrow,"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev",2012,169,6.5,919019,309.81,25
1818,Issue,"Drama,Mystery,Romance",A boy seeks the help of a tree monster to cope with his single mother's terminal illness.,Paul Verhoeven,"Sylvester Stallone, Liam Hemsworth, Randy Couture,Jean-Claude Van Damme",2002,156,6.2,920804,674.91,34
1819,Clearly care,"Animation,Drama,Romance","A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",MichaÃ«l R. Roskam,"Ulrich MÃ¼he, Martina Gedeck,Sebastian Koch, Ulrich Tukur",2025,131,8,625501,13.66,24
1820,View threat staff,"Comedy,Romance","Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",Robert Luketic,"Ryan Gosling, Bradley Cooper, Eva Mendes,Craig Van Hook",1980,126,7.5,54623,456.99,97
1821,Opportunity painting,"Drama,Fantasy,Musical","Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",Colm McCarthy,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",1992,83,6.9,720536,359.08,99
1822,White popular,"Drama,Thriller,War",A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.,Jean-Marc VallÃ©e,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins",2021,100,5.8,553835,74.92,79
1823,Tend well,"Animation,Family,Fantasy","While attending a dinner party at his former home, a man thinks his ex-wife and her new husband have sinister intentions for their guests.",John Butler,"Johnny Depp, Rebecca Hall, Morgan Freeman, Cillian Murphy",2023,168,6.7,385760,267.88,94
1824,Decide play realize,"Mystery,Thriller","After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",Nima Nourizadeh,"James Allen McCune, Callie Hernandez, Corbin Reid, Brandon Scott",2006,133,8.5,504096,911.88,93
1825,Religious sing federal,"Action,Biography,Crime","Vampire death dealer, Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.",Denis Villeneuve,"Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart",2002,163,4.8,541741,,55
1826,Serve simply,"Comedy,Mystery","The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",Clint Eastwood,"Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee",1990,104,5.3,959110,298.84,89
1827,Community senior,"Adventure,Comedy,Romance","The adventures of an orphaned boy named Pete and his best friend Elliot, who just so happens to be a dragon.",April Mullen,"ChloÃ« Grace Moretz, Matthew Zuk, Gabriela Lopez,Bailey Anne Borders",1993,121,6.4,554089,173.72,48
1828,Cultural not newspaper,"Crime,Mystery,Thriller","The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.",Ron Howard,"Zachary Gordon, Devon Bostick, Robert Capron,Rachael Harris",2004,176,6.3,917845,820.48,87
1829,Successful,"Drama,Fantasy,Musical",A teen living under house arrest becomes convinced his neighbor is a serial killer.,Quentin Tarantino,"Kang-ho Song, Hee-Bong Byun, Hae-il Park, Doona Bae",2000,119,6.5,712686,,86
1830,Than hospital,"Crime,Horror,Thriller",The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,Greg McLean,"Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy",1999,154,7,833520,162.51,67
1831,Response evidence all,"Animation,Comedy,Family","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Michael Hoffman,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Gil Birmingham",2023,112,5.1,771686,161.68,89
1832,At tonight safe relationship,"Comedy,Romance,Western",A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,Florian Henckel von Donnersmarck,"Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont",2010,117,5.1,833102,312.2,
1833,Study four fast,"Comedy,Family,Fantasy","In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",Greg Kwedar,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen,Craig T. Nelson",2017,142,5.7,636810,613.19,52
1834,However guess,"Adventure,Horror,Mystery","Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",Jean-FranÃ§ois Richet,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",2016,130,8.1,775166,392.34,89
1835,Rest,"Action,Drama,Fantasy",The lives of three women are unexpectedly changed when they cross paths at a New York Family Court.,David Ayer,"Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden",2019,93,7.3,272400,,53
1836,Among local,"Adventure,Family,Fantasy","In 1967 Los Angeles, a widowed mother and her 2 daughters add a new stunt to bolster their seance scam business, inviting an evil presence into their home.",David R. Ellis,"Liam Neeson, Forest Whitaker, Maggie Grace,Famke Janssen",2018,121,8.4,319145,368.08,90
1837,Meet difference build,"Adventure,Drama,Fantasy","Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But the Red Mist leads his own group of evil supervillains to kill Kick-Ass and destroy everything for which he stands.",Walt Dohrn,"Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster",2008,133,4.1,552352,681.12,49
1838,Wide better lawyer,"Comedy,Mystery",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,Gabor Csupo,"Ethan Hawke, David Thewlis, Emma Watson,Dale Dickey",2001,111,4.3,352706,933.54,69
1839,Policy picture develop,"Biography,Drama,Mystery","Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.",Christopher Nolan,"Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman",2003,172,6.9,47429,325.87,96
1840,Natural if and,"Action,Adventure,Sci-Fi","A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, which escapes containment and goes on a killing spree.",Tom McCarthy,"Patrick Wilson, Jessica Biel, Haley Bennett, Vincent Kartheiser",2018,121,6.2,877265,720.21,56
1841,Method art food,"Action,Horror,Romance","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",James Gray,"Will Ferrell, Kevin Hart, Alison Brie, T.I.",2021,91,6.8,616690,873.99,47
1842,Get edge firm,"Drama,Fantasy,Music",A journalist recounts her wartime coverage in Afghanistan.,Neill Blomkamp,"Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie",2019,89,4.2,548119,930.46,35
1843,By way,"Animation,Fantasy",A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.,Gary Shore,"Channing Tatum, Rosario Dawson, Chris Pratt, Jenna Dewan Tatum",2019,160,5.6,197153,317.65,72
1844,Paper material,"Action,Comedy,Crime","From the moment the new reverend climbs the pulpit, Liz knows she and her family are in great danger.",Tom Gormican,"Robert Hoffman, Briana Evigan, Cassie Ventura, Adam G. Sevani",2010,138,5.4,675459,617.98,47
1845,Woman trouble,"Action,Horror,Mystery",A young nurse takes care of elderly author who lives in a haunted house.,Scott Waugh,"Brittany Blanton, Ayse Howard, Roman Jossart,Nadia White",1986,146,5.6,34636,846.15,72
1846,Now ask step,"Action,Drama,Sport","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",Rolfe Kanefsky,"Johnny Depp, Orlando Bloom, Keira Knightley,Geoffrey Rush",2002,138,5.5,723598,473.04,82
1847,Perhaps among,"Action,Crime,Drama","A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",Nacho Vigalondo,"Tom Hanks, Aaron Eckhart, Laura Linney, Valerie Mahaffey",2003,105,7.5,821014,617.24,66
1848,Region rise computer,"Comedy,Western",A young couple take in their two nieces only to suspect that a foreboding evil has latched itself to their family.,Paul Verhoeven,"Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller",1992,129,5.9,124213,935.2,97
1849,Read present nice,"Comedy,Music,Romance","The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",Jean-Marc VallÃ©e,"James Franco, Seth Rogen, Randall Park, Lizzy Caplan",1984,140,7.1,83635,193.72,44
1850,Likely strong,"Adventure,Horror","In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",Mateo Gil,"Sylvester Stallone, Antonio Tarver, Milo Ventimiglia, Burt Young",2010,167,8.4,232605,440.22,27
1851,Well very,"Biography,Drama,History","A psychological thriller about a man who bumps into an old crush and subsequently becomes obsessed with her, leading him to hold her captive underneath the animal shelter where he works. ... See full summary Â»",Mike Judge,"Kurt Russell, ZoÃ« Bell, Rosario Dawson, Vanessa Ferlito",2017,112,4.8,772483,271.31,33
1852,Exactly move head board,"Fantasy,Mystery,Thriller","During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",Scott Cooper,"Frank Grillo, Elizabeth Mitchell, Mykelti Williamson, Joseph Julian Soria",2016,168,6,836717,578.1,54
1853,Challenge involve,"Action,Comedy,Crime","After losing his mother, a young boy is sent to a foster home with other orphans his age where he begins to learn the meaning of trust and true love.",John Hillcoat,"Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett",1997,154,7.2,758068,29.98,84
1854,Democrat land decade,"Adventure,Horror","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",Gary Winick,"Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove",2021,177,8.2,705500,,66
1855,Arrive policy above,"Adventure,Comedy,Fantasy","A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.",Filip Renc,"Garance Marillier, Ella Rumpf, Rabah Nait Oufella,Laurent Lucas",2006,144,7.8,942913,357.81,74
1856,Maintain necessary personal western,"Crime,Mystery,Thriller","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",Shane Black,"Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken",2009,140,4.5,726497,744.95,62
1857,Address will,"Comedy,Crime,Thriller",A thriller centered around a widower who moves into a seemingly perfect new home with his daughter and new wife.,Kelly Fremon Craig,"Lyndsy Fonseca, Michael Doneger, Tommy Dewey,Bruce Campbell",2004,84,4.4,273560,,40
1858,Consumer factor,"Action,Drama,Sci-Fi",A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.,David Cronenberg,"Mark Rylance, Ruby Barnhill, Penelope Wilton,Jemaine Clement",2020,98,4.7,110986,883.38,67
1859,Natural enjoy,"Action,Adventure,Thriller","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",Dan Trachtenberg,"Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps",1985,99,6.4,927831,461.15,82
1860,Natural hand return,"Adventure,Horror","A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia. 25 years later, he sets out to find his lost family.",Pete Docter,"Kristen Bell, Jason Segel, Paul Rudd, Mila Kunis",1997,98,6.1,608341,,50
1861,Pull they let,"Drama,Fantasy,Thriller","Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.",Colm McCarthy,"Ice Cube, Regina Hall, Anthony Anderson, Eve",1993,111,5.8,763192,882.56,85
1862,Again traditional car family,"Action,Drama,Family","The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",Glenn Ficarra,"Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon",1987,168,5.3,508127,720.71,89
1863,Imagine check,"Adventure,Fantasy,Mystery","An FBI agent takes on a plane full of deadly and venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",April Mullen,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame",2005,122,5.5,392979,520.77,60
1864,Father join,"Adventure,Drama,Romance","In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people.",Jennifer Kent,"Jamie Dornan, Mark Strong, Jason O'Mara, Michael McElhatton",1983,107,4.6,60135,722.25,
1865,Mother voice return,Adventure,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",Luke Greenfield,"Mark Rylance, Ruby Barnhill, Penelope Wilton,Jemaine Clement",2000,160,7.5,880342,562.67,50
1866,Police record,"Comedy,Mystery","The story follows a man who returns home to discover a long-buried family secret, and whose attempts to put things right threaten the lives of those he left home years before.",Dan Gilroy,"Hilary Swank, Imelda Staunton, Patrick Dempsey, Scott Glenn",1997,84,7.9,555718,376.1,48
1867,Seem,"Drama,Fantasy,Romance",Two best friends become rivals when they schedule their respective weddings on the same day.,Robert Luketic,"Julianne Hough, Josh Duhamel, Cobie Smulders,David Lyons",1993,95,6.7,797960,789.74,22
1868,Wish support catch,"Comedy,Crime,Drama",A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,Greg Berlanti,"Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog",2019,97,6.2,155643,206.78,
1869,Attack ahead,"Romance,Sci-Fi",The Four Horsemen resurface and are forcibly recruited by a tech genius to pull off their most impossible heist yet.,Taylor Hackford,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana",2004,143,5.4,754344,254.45,65
1870,Above back,"Comedy,Drama,Family","In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",Danny Boyle,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon",2013,148,7.1,108374,369.87,36
1871,Seat lose,"Action,Adventure,Horror","A glamorous woman returns to her small town in rural Australia. With her sewing machine and haute couture style, she transforms the women and exacts sweet revenge on those who did her wrong.",James Ponsoldt,"Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi",2007,135,5.3,873260,3.11,49
1872,Nice treat TV,"Adventure,Biography,Drama","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",Richard Linklater,"Viola Davis, Hayden Panettiere, Catalina Sandino Moreno, Ellen Burstyn",1984,149,7.8,891160,149.32,88
1873,Deal family former,"Action,Adventure,Western","When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",Asger Leth,"Edgar RamÃ­rez, Luke Bracey, Ray Winstone, Teresa Palmer",2012,128,8,397736,687.9,51
1874,Five describe hotel,"Action,Comedy,Drama","Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town.",Tim Miller,"Emma Stone, Stephen Merchant, Richard Gere, Liev Schreiber",2012,180,5.9,590521,738.3,35
1875,Simple trial rule,"Comedy,Family,Romance","In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",Mateo Gil,"Jeff Bridges, Matt Damon, Hailee Steinfeld,Josh Brolin",1990,171,6.9,539354,108.29,99
1876,Brother hold,"Drama,Family","In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters to find the mythical Golden Fleece while trying to stop an ancient evil from rising.",Julia Ducournau,"Vinnie Jones, Bradley Cooper, Leslie Bibb, Brooke Shields",1995,150,5.8,534974,939.89,90
1877,Chance data,"Drama,Fantasy,Horror","In 12th century England, Robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.",John Madden,"Chris Isaak, Kiefer Sutherland, C.H. Evans, Sandra Kinder",1996,136,7.9,379493,230.74,38
1878,Treat military,"Animation,Drama,Fantasy",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Len Wiseman,"Vera Farmiga, Patrick Wilson, Madison Wolfe, Frances O'Connor",2001,87,7.3,878266,486.69,67
1879,House game future,"Mystery,Romance,Sci-Fi","When an L.A. drug kingpin's kitten unexpectedly enters the life of two cousins, they will have to go through gangs, hitmen and drug dealers who claim him in order to get him back.",Ben Falcone,"Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon",1999,99,6.6,984755,933.59,25
